C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	masko	mask	a mask	grupo	alternativoj	prononco
level	pugno	rusikas	a fist	grupo	alternativoj	prononco
level	p. (paĝo)	lehel	page	grupo	alternativoj	prononco
level	aglo	Kotkas	an eagle	grupo	alternativoj	prononco
level	vegetara	taimetoitlane, taimetoitlane	vegetarian, of vegetarian	grupo	alternativoj	prononco
level	leporo	jänes	an hare	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	Kohalik kongressi komitee	Local Congress Committee	grupo	alternativoj	prononco
level	sindona	pühendunud, helde	devoted, generous	grupo	alternativoj	prononco
level	vazo	vaas, anum	a vase, a vessel	grupo	alternativoj	prononco
level	martelo	haamer	a hammer	grupo	alternativoj	prononco
level	eldoni	avaldama, välja andma	to publish, to issue	grupo	alternativoj	prononco
level	puto	kaev, veekaev	a well, a water well	grupo	alternativoj	prononco
level	stalo	kuur, boks, tall, kuur	a shed, a stall, a stable, a sty	grupo	alternativoj	prononco
level	kp. (komparu)	vrd. (võrdlema)	cf. (compare to)	grupo	alternativoj	prononco
level	plado	roog, roog, kandik, taldrik	a dish, a course, a tray, a plate	grupo	alternativoj	prononco
level	solido	kindel, jäik keha	a solid, a rigid body	grupo	alternativoj	prononco
level	tenti	meelitada, meelitada	to tempt, to entice	grupo	alternativoj	prononco
level	KKK (Konstanta Komitato de la Kongresoj)	CCC (kongresside alaline komitee)	CCC (Constant Committee of the Congresses)	grupo	alternativoj	prononco
level	faruno	jahu, jahu	flour, meal	grupo	alternativoj	prononco
level	televidi	telekat vaatama	to watch TV	grupo	alternativoj	prononco
level	pinĉilo	näpits, küünis	a pincer, a claw	grupo	alternativoj	prononco
level	ciklo	tsükkel	a cycle	grupo	alternativoj	prononco
level	plaĝo	rand, kallas (=strando)	a beach, a shore (=strando)	grupo	alternativoj	prononco
level	k-do (kamarado)	Seltsimees	Commrade	grupo	alternativoj	prononco
level	streko	kriips, joonlõik, triip	a stroke, a line segment, a streak	grupo	alternativoj	prononco
level	sinteno	suhtumine	an attitude	grupo	alternativoj	prononco
level	ĉerpi	tõmbama (vett), välja tõmbama, kulbima, kühveldama	to draw (water), to extract, to ladle, to scoop	grupo	alternativoj	prononco
level	k.a. (kaj aliaj)	ja teised (=kc (kaj ceteraj))	and others (=k.c. (kaj ceteraj))	grupo	alternativoj	prononco
level	singarda	ettevaatlik, ettevaatlik	cautious, careful	grupo	alternativoj	prononco
level	alumeto	tikk, tikutops	a match, a matchstick	grupo	alternativoj	prononco
level	najlo	nael	a nail	grupo	alternativoj	prononco
level	ŝveli	paisuma	to swell	grupo	alternativoj	prononco
level	il. (ilustrita)	il. (illustreeritud)	il. (illustrated)	grupo	alternativoj	prononco
level	tabako	tubakas	tobacco	grupo	alternativoj	prononco
level	kien	kuhu poole, mis kohta, kuhu ~ kuhu	toward where, to what place, where ~ to	grupo	alternativoj	prononco
level	konfuzi	segadusse ajada	to confuse	grupo	alternativoj	prononco
level	F-ino. (Fraŭlino)	Igatsema.	Miss.	grupo	alternativoj	prononco
level	fojno	hein, hein	hay, a hay	grupo	alternativoj	prononco
level	tien	sinna poole, sinnapoole	toward there, that way	grupo	alternativoj	prononco
level	blonda	blondiin	blonde	grupo	alternativoj	prononco
level	ekz. (Ekzemple)	nt (Näiteks)	ex. (For example)	grupo	alternativoj	prononco
level	brasiko	kapsas, brassika	cabbage, brassika	grupo	alternativoj	prononco
level	ĉi-jare	käesoleval aastal	in this year	grupo	alternativoj	prononco
level	maniko	varrukas	a sleeve	grupo	alternativoj	prononco
level	abomeno	jälkus, jälestus, jälestus	abomination, abhorrence, loathing	grupo	alternativoj	prononco
level	kaldrono	pada, lohk, boiler	a cauldron, a hollow, a boiler	grupo	alternativoj	prononco
level	cigno	luik	a swan	grupo	alternativoj	prononco
level	D-ro (Doktoro)	Dr (arst)	Dr. (Doctor)	grupo	alternativoj	prononco
level	violo	violetne	violet	grupo	alternativoj	prononco
level	ĉi-semajne	sel nädalal	in this week	grupo	alternativoj	prononco
level	ĉ. (ĉirkaŭ)	ümber	around	grupo	alternativoj	prononco
level	skio	suusk	a ski	grupo	alternativoj	prononco
level	frandi	maitsta, nautima, maitsta	to relish, to enjoy, to savor	grupo	alternativoj	prononco
level	ĉi tie (tie ĉi)	siin	here	grupo	alternativoj	prononco
level	anst. (anstataŭ)	selle asemel	instead of	grupo	alternativoj	prononco
level	subtitolo	alapealkiri, pealkiri	a subtitle, a headline	grupo	alternativoj	prononco
level	agordo	kokkukõla, seadistus, konsonants	accord, set-up, consonance	grupo	alternativoj	prononco
level	literaturo	kirjandust	literature	grupo	alternativoj	prononco
level	bredi	aretama, kasvatama	to breed, to raise	grupo	alternativoj	prononco
level	ŝtopi	ühendama, blokeerima, ühendama	to plug, to block, to plug up	grupo	alternativoj	prononco
level	ĉi tien (tien ĉi)	siia, siia, siia	to here, toward here, over here	grupo	alternativoj	prononco
level	ĵonglado	žongleerimine	a juggling	grupo	alternativoj	prononco
level	tofuo	tofu	tofu	grupo	alternativoj	prononco
level	cervo	Hirv	a deer	grupo	alternativoj	prononco
level	urĝa	kiireloomuline	urgent	grupo	alternativoj	prononco
level	kolegio	kolledž	a college	grupo	alternativoj	prononco
level	ladmanĝaĵo	konservi	a canned food	grupo	alternativoj	prononco
level	perfidi	reetma	to betray	grupo	alternativoj	prononco
level	trafika akcidento	liiklusõnnetus	a traffic accident	grupo	alternativoj	prononco
level	baniĝi	suplema saama, suplema	to become bathing, to bathe	grupo	alternativoj	prononco
level	suĉi	imeda	to suck	grupo	alternativoj	prononco
level	tritiko	nisu	wheat	grupo	alternativoj	prononco
level	tropika zono	troopiline vöönd (=tropikoj)	a tropical zone (=tropikoj)	grupo	alternativoj	prononco
level	likvo	vedelikku	a liquid	grupo	alternativoj	prononco
level	veturilo	sõiduk	a vehicle	grupo	alternativoj	prononco
level	fotografi	pildistama, pildistama	to take pictures, to photograph	grupo	alternativoj	prononco
level	Pacifiko	vaikne ookean	Pacific Ocean	grupo	alternativoj	prononco
level	kajerteko	käevõru	a handsatchel	grupo	alternativoj	prononco
level	oficiala	ametnik (adj)	official (adj)	grupo	alternativoj	prononco
level	vermo	uss	a worm	grupo	alternativoj	prononco
level	gratifiko (trinkmono)	jootraha, jootraha	a gratuity, a tip	grupo	alternativoj	prononco
level	deĵori	tööl olema	to be on duty	grupo	alternativoj	prononco
level	hirundo	pääsuke	a swallow	grupo	alternativoj	prononco
level	akademio	Ac. (Akadeemiline ringkond) (=Ak.)	Ac. (Academia) (=Ak.)	grupo	alternativoj	prononco
level	atm. (antaŭtagmeze)	olen.	am.	grupo	alternativoj	prononco
level	akcepto	aktsepteerimine, aktsepteerimine	acceptance, an acceptance	grupo	alternativoj	prononco
level	D. (Delegito)	D. (Delegaat)	D. (Delegate)	grupo	alternativoj	prononco
level	ĝangalo	džungel	a jungle	grupo	alternativoj	prononco
level	profesoro	professor	a professor	grupo	alternativoj	prononco
level	eld. (eldonisto)	kirjastaja	a publisher	grupo	alternativoj	prononco
level	informejo	infokeskus, infobüroo	an information center, an inquiry-office	grupo	alternativoj	prononco
level	ĵurnalisto	ajakirjanik	a journalist	grupo	alternativoj	prononco
level	ĉokolado	šokolaadi	a chocolate	grupo	alternativoj	prononco
level	ŝaltilo	lüliti	a switch	grupo	alternativoj	prononco
level	FD (Faka Delegito)	Spetsialistide delegaat	Specialists Delegate	grupo	alternativoj	prononco
level	aleo	allee, puudega ääristatud tänav, rada (aed)	an alley, a tree lined street, a path (garden)	grupo	alternativoj	prononco
level	junulara gastejo	noortehostel	a youth hostel	grupo	alternativoj	prononco
level	masoni	ehitama, müüritööd tegema	to build, to mason	grupo	alternativoj	prononco
level	drinkejo	pubi, baar	a pub, a bar	grupo	alternativoj	prononco
level	i.a. (inter aliaj)	ia (muu hulgas)	i.a. (among others)	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	ICU (Rahvusvaheline Kongressi Ülikool)	ICU (International Congress University)	grupo	alternativoj	prononco
level	specimeno	isend, näidis	a specimen, a sample	grupo	alternativoj	prononco
level	seruro	lukk	a lock	grupo	alternativoj	prononco
level	talio	vöökoht, vööjoon	a waist, a waistline	grupo	alternativoj	prononco
level	ISAE (Internacia Scienca Asocio E-ista)	ISAE (Rahvusvaheline esperantistide teadusassotsiatsioon)	ISAE (International Science Association of Esperantists)	grupo	alternativoj	prononco
level	pasero	varblane, koduvarblane	a sparrow, a house-sparrow	grupo	alternativoj	prononco
level	k.s. (kaj similaj)	ja sarnased	and similars	grupo	alternativoj	prononco
level	solidara	solidaarsus, koos seismine	solidarity, standing together	grupo	alternativoj	prononco
level	fruktovendejo	puuviljapood	a fruit store	grupo	alternativoj	prononco
level	LK (Lingva Komitato)	keelekomisjon	Language Committee	grupo	alternativoj	prononco
level	ĥaoso	kaos	a chaos	grupo	alternativoj	prononco
level	MEM (Mondpaca E-ista Movado)	Esperantistide liikumine maailma rahu nimel	Esperantists Movement for World Peace	grupo	alternativoj	prononco
level	altlernejo	keskkool, kolledž	a high school, a college	grupo	alternativoj	prononco
level	dinastio	dünastia	a dynasty	grupo	alternativoj	prononco
level	P.I.V. (Plena Ilustrita Vortaro)	Täielik illustreeritud sõnastik	Complete Illustrated Dictionary	grupo	alternativoj	prononco
level	mezlernejo	keskkool	a middle school	grupo	alternativoj	prononco
level	eksporti	eksportida	to export	grupo	alternativoj	prononco
level	bazo	alus	a basis	grupo	alternativoj	prononco
level	atendejo	ooteruum	a waiting room	grupo	alternativoj	prononco
level	veti	panustada, mängida, panustada	to bet, to gamble, to wager	grupo	alternativoj	prononco
level	P.S. (Posta Skribo)	ps	p.s.	grupo	alternativoj	prononco
level	fungo	seen, seen	a mushroom, afungus	grupo	alternativoj	prononco
level	P.V. (Plena Vortaro)	Täielik sõnastik	Complete Dictionary	grupo	alternativoj	prononco
level	relo	rööpa	a rail	grupo	alternativoj	prononco
level	prelegi	loengut pidama, rääkima (loeng)	to lecture, to talk (a lecture)	grupo	alternativoj	prononco
level	rim. (rimarkigo)	Märkus	remark	grupo	alternativoj	prononco
level	cigaro	sigar	a cigar	grupo	alternativoj	prononco
level	s-ano (samideano)	mõttekaaslane, seltsimees	a fellow-thinker, commrade	grupo	alternativoj	prononco
level	ĉiovendejo	kaubamaja, basaar	a department store, a bazaar	grupo	alternativoj	prononco
level	abrupta	äkiline	abrupt	grupo	alternativoj	prononco
level	dikti	dikteerida	to dictate	grupo	alternativoj	prononco
level	kremo	kreem	a cream	grupo	alternativoj	prononco
level	amikeco	sõprus	friendship	grupo	alternativoj	prononco
level	oranĝo	apelsin	an orange	grupo	alternativoj	prononco
level	krabo	krabi	a crab	grupo	alternativoj	prononco
level	Atlantiko	Atlandi ookean	Atlantic Ocean	grupo	alternativoj	prononco
level	butiko	pood, butiik, pood	a shop, a boutique, a store	grupo	alternativoj	prononco
level	operacii	tegutsema, tegutsema	to operate, to act	grupo	alternativoj	prononco
level	hordeo	oder	a barley	grupo	alternativoj	prononco
level	ĝojo	rõõm, rõõm, rõõm	joy, a joy, gladness	grupo	alternativoj	prononco
level	kablo	kaabel	a cable	grupo	alternativoj	prononco
level	sofo	diivan	a sofa	grupo	alternativoj	prononco
level	s-ino (sinjorino)	Prl.	Ms.	grupo	alternativoj	prononco
level	alkoholo	alkohol	alcohol	grupo	alternativoj	prononco
level	t.e. (tio estas)	see on	that is	grupo	alternativoj	prononco
level	detalo	detail	a detail	grupo	alternativoj	prononco
level	asocio	ühing	an association	grupo	alternativoj	prononco
level	TEJO (Tutmonda E-ista Junulara Organizo)	Ülemaailmne esperantistide noorteorganisatsioon	World Esperantists Youth Organization	grupo	alternativoj	prononco
level	bombo	pomm	a bomb	grupo	alternativoj	prononco
level	balono	õhupall	a balloon	grupo	alternativoj	prononco
level	vd. (vidu)	vaata	see	grupo	alternativoj	prononco
level	cerbo	aju	a brain	grupo	alternativoj	prononco
level	fondi	asutama, asutama	to found, to establish	grupo	alternativoj	prononco
level	negativa	negatiivne	negative	grupo	alternativoj	prononco
level	afableco	sõbralikkus	friendliness	grupo	alternativoj	prononco
level	simptomo	sümptom	a symptom	grupo	alternativoj	prononco
level	alimaniere	muul viisil	in other way	grupo	alternativoj	prononco
level	ambaŭflanke	mõlemal poolel	on both sides	grupo	alternativoj	prononco
level	dungi	palkama, tööle võtma	to hire, to employ	grupo	alternativoj	prononco
level	pizo	roheline hernes	a green pea	grupo	alternativoj	prononco
level	rutino	rutiin	a routine	grupo	alternativoj	prononco
level	ankoraŭfoje	teinekord	another time	grupo	alternativoj	prononco
level	akceli	kiirendama, kiirendama	to accelerate, to speed up	grupo	alternativoj	prononco
level	papago	papagoi	a parrot	grupo	alternativoj	prononco
level	elturniĝi	ümber saama (vaesusest), vabastama	to get around (from aversity), to liberate	grupo	alternativoj	prononco
level	-anto	keegi, kes teeb ~	someone who is doing ~	grupo	alternativoj	prononco
level	tigro	tiiger	a tiger	grupo	alternativoj	prononco
level	cenzuri	tsenseerida	to censor	grupo	alternativoj	prononco
level	nervoza	närviline	nervous	grupo	alternativoj	prononco
level	aprobita	heaks kiidetud	approved	grupo	alternativoj	prononco
level	telegrafo	telegraaf	a telegraph	grupo	alternativoj	prononco
level	hejmen	koju (koju)	home (to home)	grupo	alternativoj	prononco
level	debato	arutelu	a debate	grupo	alternativoj	prononco
level	moderna	kaasaegne	modern	grupo	alternativoj	prononco
level	bezono	vajadus, vajadus	necessity, need	grupo	alternativoj	prononco
level	konvinki	veenma, kindlalt veenma	to convince, to persuade firmly	grupo	alternativoj	prononco
level	citrono	sidrun	a lemon	grupo	alternativoj	prononco
level	lilio	liilia	a lily	grupo	alternativoj	prononco
level	emocio	emotsioon, emotsioon	emotion, an emotion	grupo	alternativoj	prononco
level	certe	kindlasti	certainly	grupo	alternativoj	prononco
level	dankinde	tunnustust väärt	in worthy of appreciation	grupo	alternativoj	prononco
level	nivelo	tase, tase	level, a level	grupo	alternativoj	prononco
level	denaska	emakeel, sünnist saadik	native, from the birth	grupo	alternativoj	prononco
level	dua	teiseks	second	grupo	alternativoj	prononco
level	algo	vetikas, merevetikas	an alga, a seaweed	grupo	alternativoj	prononco
level	klingo	tera, lõiketera	a blade, a cutting edge	grupo	alternativoj	prononco
level	violono	viiul	a violin	grupo	alternativoj	prononco
level	litro	liiter, liiter	a liter, a litre	grupo	alternativoj	prononco
level	akuta	äge	acute	grupo	alternativoj	prononco
level	kamelo	kaamel	a camel	grupo	alternativoj	prononco
level	kataro	katarr, lima (külmetus, põletik)	catarrh, mucus (of cold, inflamation)	grupo	alternativoj	prononco
level	kaŭĉuko	kumm	a rubber	grupo	alternativoj	prononco
level	ĉampano	šampanja	a champagne	grupo	alternativoj	prononco
level	metodo	meetod	a method	grupo	alternativoj	prononco
level	cepo	sibul	an onion	grupo	alternativoj	prononco
level	invadi	tungida	to invade	grupo	alternativoj	prononco
level	adicii	liitma, liitma	to add, to add up	grupo	alternativoj	prononco
level	duopa	duaal, duett	dual, duette	grupo	alternativoj	prononco
level	elektrejo	elektrijaam, elektrijaam (=kesk)	an electric plant, a power plant (=centralo)	grupo	alternativoj	prononco
level	partoprenanto	osaleja	a participant	grupo	alternativoj	prononco
level	elektroterapio	elektriravi	an electric therapy	grupo	alternativoj	prononco
level	nadlo	nõel, süstlanõel	a needle, an injecting needle	grupo	alternativoj	prononco
level	dieto	dieeti	a diet	grupo	alternativoj	prononco
level	kruela	julm	cruel	grupo	alternativoj	prononco
level	idealo	ideaal	an ideal	grupo	alternativoj	prononco
level	inteligenta	intelligentne, tark, tark	intelligent, clever, smart	grupo	alternativoj	prononco
level	enverŝi	sisse valada	to pour in	grupo	alternativoj	prononco
level	sistemo	süsteem, süsteem	system, a system	grupo	alternativoj	prononco
level	basbalo	pesapall	baseball	grupo	alternativoj	prononco
level	obeema	kuulekas	obedient	grupo	alternativoj	prononco
level	stultaĵo	rumalus	stupidity	grupo	alternativoj	prononco
level	monteto	küngas	a hill	grupo	alternativoj	prononco
level	facile	lihtsalt	easily	grupo	alternativoj	prononco
level	antaŭnelonge	hiljuti	recently	grupo	alternativoj	prononco
level	sekso	seks	sex	grupo	alternativoj	prononco
level	fame konata	kuulsalt tuntud	known famously	grupo	alternativoj	prononco
level	tajli	nikerdama, voolima, lõikama	to carve, to sculpt, to cut	grupo	alternativoj	prononco
level	indulgema	järeleandlik, leebe, leebe, suuremeelne, halastav	indulgent, clement, lenient, magnanimous, merciful	grupo	alternativoj	prononco
level	internacie	rahvusvaheliselt	internationally	grupo	alternativoj	prononco
level	pli bona	parem	better	grupo	alternativoj	prononco
level	japanino	naissoost jaapanlane	a female Japanese	grupo	alternativoj	prononco
