A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	leterportisto	ஒரு கடிதம் தபால்காரர்	a letter postman	grupo	alternativoj	prononco
level	hejmlando	ஒரு தாயகம்	a homeland	grupo	alternativoj	prononco
level	iom, iomete	ஓரளவு, கொஞ்சம்	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	நாங்கள் ஒரு சிறந்த இரவு உணவு சாப்பிட்டோம்	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	வட்டம், உங்களை கவனித்துக் கொள்ளுங்கள்	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	உயர்தர வீட்டுவசதி பற்றி நான் அக்கறை கொண்டேன்	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	இரண்டு முறை, பல முறை யோசி	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	புத்தகத்தை எடுத்தது யார்?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	சீசர் என்ற பூனை	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	மேஜையில் இருக்கும் ஒரு கேக்	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	மேஜையில் இருக்கும் ஒரு கேக்கை சாப்பிடுங்கள்	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	சூடாகவும் சிவப்பாகவும் மாறியது	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	ஒரு தந்தை தனது குழந்தை சாப்பிட விரும்புகிறார்	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	ஒரு சிறிய அறையில்	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	நாங்கள் வாழ்கிறோம் ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	நான் பதட்டமடைந்தேன்	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	அந்த நேரத்தில் நான் உன்னை பார்த்தேன்	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	அனைவரும் அதை கவனித்தனர்	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	அவள் அழகாக இருக்கிறாள் என்பது உண்மை	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	உனக்கு அது வேண்டுமா ~? (தேசிரி)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	நான் உனக்கு காட்டலாம் என்று	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	நான் காட்ட வேண்டுமா?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	எனது புதிய புத்தகம் (நோக்கம்)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	நாளை காலை, உனக்கு என்ன வேண்டும்?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	தாமதமாக காலை உணவு உண்டு	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	மார்க் எப்போது வருவார்?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	ஐந்து அல்லது எட்டு மணிக்கு	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	நீங்கள் அதை எப்போது கவனித்தீர்கள் ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	முழு குடும்பமும் என்னை ஒரு பயனாளி என்று அழைக்கிறது	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	உங்களுக்கு பயனுள்ளதாக இருக்கும்	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	புத்தகம் பயனுள்ளதாக இருந்ததா?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	நான் அனுப்பிய சிறு புத்தகம்	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	காலையில் நீண்ட நேரம் தூங்கினேன்	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	அவர் சூரியனைப் பார்த்தபோது	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	திடீரென்று அவர் குதித்தார்	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	அவர் எப்போதும் ஆரம்பத்தில் இருந்தார்	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	அவர் எப்போதும் தாமதமாக இருக்கிறார்	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	அந்த நேரத்தில், அவர் செல்ல வேண்டும்	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	பள்ளிக்கு செல்ல	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	அவருக்குத் தெரியும், அது ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	அவருக்கு உண்மை தெரியும், ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	ஆசிரியர் தேனீக்களை வெறுக்கிறார் என்பது உண்மை	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	ஆசிரியர் தேனீக்களை வெறுக்கிறார் என்ற உண்மை தெரியும்	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	ஆசிரியர் அதை வெறுக்கிறார் என்பது தெரியும்	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	ஆனால் இன்று அவர் காபி குடித்தார்	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	அவர் விரைவாக ஆடைகளை அணிந்தார்	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	அவர் தாமதமாக வர விரும்பவில்லை	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	மிக விரைவாக கையில் புத்தகங்களுடன்	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	பின்னர் அவர் ஓடி குதித்தார்	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	அவன் ஓடி குதித்தான்	he ran and jumped	grupo	alternativoj	prononco
