C.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	dorloti	mimar, mimar, mimar, mimar	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	una época, una edad, un período, un tiempo	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	un ventilador	a fan	grupo	alternativoj	prononco
level	nutri	nutrir, alimentar	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	un maíz, un maíz, una harina	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	influir, afectar	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	para visitar de nuevo	to visit again	grupo	alternativoj	prononco
level	graveda	embarazada	pregnant	grupo	alternativoj	prononco
level	potenco	un poder	a power	grupo	alternativoj	prononco
level	surprizi	sorprender	to surprise	grupo	alternativoj	prononco
level	minimumo	un mínimo	a minimum	grupo	alternativoj	prononco
level	fabo	un frijol, una haba, una haba	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	reunirse	to meet	grupo	alternativoj	prononco
level	abunda	abundante, copioso, abundante	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	sumergirse, zambullirse, caer en picado	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	grado, grado	degree, grade	grupo	alternativoj	prononco
level	kajo	un muelle, una plataforma, una conjunción	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	recíprocamente	reciprocally	grupo	alternativoj	prononco
level	reprezenti	representar	to represent	grupo	alternativoj	prononco
level	gimnastiko	gimnasia	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Tierra (La Tierra)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	unir, vincular	to bind, to link	grupo	alternativoj	prononco
level	titolo	un título	a title	grupo	alternativoj	prononco
level	plumamiko	un amigo por correspondencia (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	un ramo	a bouquet	grupo	alternativoj	prononco
level	plaĉo	cosa agradable	pleasing thing	grupo	alternativoj	prononco
level	logi	atraer, seducir, atraer	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	arroz	rice	grupo	alternativoj	prononco
level	rajdi	a montar	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Creador del esperanto)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	una pequeña pieza	a small piece	grupo	alternativoj	prononco
level	detrui	para destruir	to destroy	grupo	alternativoj	prononco
level	rubando	una cinta, una fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	una bolsa de papel	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	Un jardinero	a gardener	grupo	alternativoj	prononco
level	salajro	salario, salario	salary, wage	grupo	alternativoj	prononco
level	severa	severo, estricto	severe, strict	grupo	alternativoj	prononco
level	junulara	de la juventud, de los jóvenes	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	un organizador	an organizer	grupo	alternativoj	prononco
level	oficistino	una trabajadora de oficina	a female office worker	grupo	alternativoj	prononco
level	protesti	protestar	to protest	grupo	alternativoj	prononco
level	taksi	evaluar, estimar, calificar	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	recién	newly	grupo	alternativoj	prononco
level	ŝtuparo	escaleras, escalera	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	un collar	a collar	grupo	alternativoj	prononco
level	akcidento	un accidente	an accident	grupo	alternativoj	prononco
level	mizero	miseria	misery	grupo	alternativoj	prononco
level	miliono da	un millón de	a million of	grupo	alternativoj	prononco
level	krokodilo	un cocodrilo	a crocodile	grupo	alternativoj	prononco
level	arbaro	un bosque, bosques	a forest, woods	grupo	alternativoj	prononco
level	etendi	extender	to extend	grupo	alternativoj	prononco
level	persekuti	perseguir, perseguir	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	una bacteria	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutralidad	neutrality	grupo	alternativoj	prononco
level	spaco	espacio, un espacio	space, a space	grupo	alternativoj	prononco
level	koridoro	un corredor, un pasadizo, un carril	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	curioso	curious	grupo	alternativoj	prononco
level	hararo	pelo (persona), pelaje (animal)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	un traje de baño, un traje de baño	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privado	private	grupo	alternativoj	prononco
level	konsoli	consolar, consolar	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	un aficionado	an amateur	grupo	alternativoj	prononco
level	ornami	decorar, adornar	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	raza humana, humanidad	human race, mankind	grupo	alternativoj	prononco
level	milda	suave, gentil, suave	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	caro	expensive	grupo	alternativoj	prononco
level	verŝi	verter, derramar	to pour, to spill	grupo	alternativoj	prononco
level	karesi	acariciar, halagar, tirar	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	excitar	to excite	grupo	alternativoj	prononco
level	poeto	un poeta	a poet	grupo	alternativoj	prononco
level	vortaro	un diccionario, un vocabulario	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	suelo, suelo	ground, soil	grupo	alternativoj	prononco
level	ŝpari	guardar, sobrar, conservar para uso futuro	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registro, registro	registration, record	grupo	alternativoj	prononco
level	monujo	una billetera	a wallet	grupo	alternativoj	prononco
level	enlandano	un vehículo de aterrizaje	an in-lander	grupo	alternativoj	prononco
level	konto	una cuenta	an account	grupo	alternativoj	prononco
level	origino	origen	origin	grupo	alternativoj	prononco
level	samideano	una persona con la misma idea, un camarada, un compañero de pensamiento	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	conveniente, práctico, oportuno	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineral	mineral	grupo	alternativoj	prononco
level	lui	rentar	to rent	grupo	alternativoj	prononco
level	policano	un policía, un policía (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	una paja	a straw	grupo	alternativoj	prononco
level	lukso	lujo	luxury	grupo	alternativoj	prononco
level	mesaĝo	un mensaje	a message	grupo	alternativoj	prononco
level	embaraso	vergüenza, perplejidad	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	aprender por uno mismo	to learn by oneself	grupo	alternativoj	prononco
level	diveni	adivinar	to guess	grupo	alternativoj	prononco
level	razilo	una maquinilla de afeitar	a razor	grupo	alternativoj	prononco
level	ŝirmi	resguardar, resguardar, proteger, hacer sombra	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	soñar	to dream	grupo	alternativoj	prononco
level	injekti	inyectar	to inject	grupo	alternativoj	prononco
level	malsaneta	débil, blando	weak, soft-illed	grupo	alternativoj	prononco
level	peki	pecar	to sin	grupo	alternativoj	prononco
level	fandi	para fundir	to melt	grupo	alternativoj	prononco
level	malĝusta	incorrecto	incorrect	grupo	alternativoj	prononco
level	faldo	un pliegue	a fold	grupo	alternativoj	prononco
level	skulpti	esculpir, tallar	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	una roca	a rock	grupo	alternativoj	prononco
level	malfrue	más tarde y retrasado	later and delayed	grupo	alternativoj	prononco
level	statuo	una estatua	a statue	grupo	alternativoj	prononco
level	sekundo	segundo, un segundo	second, a second	grupo	alternativoj	prononco
level	laŭdi	alabar, alabar, aclamar	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	lujoso	luxurious	grupo	alternativoj	prononco
level	deklivo	una pendiente, una pendiente, una ladera	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	una decoración	a decoration	grupo	alternativoj	prononco
level	majstra	de un maestro, de un maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	una ciruela pasa, una ciruela	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	prudente, sabio, sensato, razonable	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	murmurar, murmurar	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	trastornar, derribar, derribar, volcar	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	libertad	liberty	grupo	alternativoj	prononco
level	fortika	fortificado, duradero, firme, robusto	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	digno de ver	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	valientemente	courageously	grupo	alternativoj	prononco
level	kora	de corazón	of heart	grupo	alternativoj	prononco
level	vidindaĵo	un espectáculo digno de ver, un lugar turístico	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	escala, una escala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	cortejar, cortejar	to woo, to court	grupo	alternativoj	prononco
level	dankinda	agradecido, apreciable	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	extenderse, extenderse	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	confiable y digno de confianza	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	vadear, remar	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	el lugar del congreso	the congress place	grupo	alternativoj	prononco
level	veŝto	un chaleco, un chaleco	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	una tarjeta de presentación, una tarjeta de visita	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	una postal	a picture postcard	grupo	alternativoj	prononco
level	makulo	una mácula, una mancha, una mancha, una mancha	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	deplorable, miserable, lamentable, pobre	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	una postal	a postcard	grupo	alternativoj	prononco
level	halo	una sala	a hall	grupo	alternativoj	prononco
level	urĝi	instar, apurar	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	lograr, cumplir	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	una tarjeta de crédito	a credit card	grupo	alternativoj	prononco
level	iomete	Un pequeño un poco	a little, a few	grupo	alternativoj	prononco
level	kaĝo	una jaula	a cage	grupo	alternativoj	prononco
level	haki	picar, tajar, cortar	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	un desierto, desierto	a desert, wilderness	grupo	alternativoj	prononco
level	humila	humilde	humble	grupo	alternativoj	prononco
level	pipo	un tubo	a pipe	grupo	alternativoj	prononco
level	gumo	chicle, borrador, goma	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	En realidad	in fact	grupo	alternativoj	prononco
level	persiko	un melocotón, nectarina	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	un volcán	a volcano	grupo	alternativoj	prononco
level	estro	un jefe, un jefe	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegar	to delegate	grupo	alternativoj	prononco
level	blinda	ciego	blind	grupo	alternativoj	prononco
level	fianĉo	un prometido, un prometido	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	un motor electrico	an electric motor	grupo	alternativoj	prononco
level	kroĉi	enganchar, concatenar	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	para empezar a conducir	to start off driving	grupo	alternativoj	prononco
level	ĉiel	en todos los sentidos	in every way	grupo	alternativoj	prononco
level	klera	educado, culto	educated, cultured	grupo	alternativoj	prononco
level	dolaro	un dolar	a dollar	grupo	alternativoj	prononco
level	fajfi	silbar	to whistle	grupo	alternativoj	prononco
level	duone	a la mitad	in half	grupo	alternativoj	prononco
level	glata	suave, resbaladizo	smooth, slick	grupo	alternativoj	prononco
level	vomi	vomitar	to vomit	grupo	alternativoj	prononco
level	difekti	dañar, perjudicar, estropear, perjudicar	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	gemir, gemir	to groan, to moan	grupo	alternativoj	prononco
level	devo	Un deber	a duty	grupo	alternativoj	prononco
level	heziti	dudar	to hesitate	grupo	alternativoj	prononco
level	dekstre	A la derecha	at right	grupo	alternativoj	prononco
level	velo	una vela	a sail	grupo	alternativoj	prononco
level	muta	silencioso, mudo, tonto	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	tal A como B	such A as B	grupo	alternativoj	prononco
level	ĉifono	un trapo, un jirón, un trozo	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	gracias, aprecio	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	y así sucesivamente, etcétera, etc.	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	una llama	a flame	grupo	alternativoj	prononco
level	ajlo	un ajo	a garlic	grupo	alternativoj	prononco
level	pala	pálido	pale	grupo	alternativoj	prononco
level	danco	un baile	a dance	grupo	alternativoj	prononco
level	kamarado	un camarada, un compañero, un amigo, un amigo	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	etc.	etc	grupo	alternativoj	prononco
level	kokoso	una nuez de cacao	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	una casera, una amante, una propietaria (mujer)	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	una baya	a berry	grupo	alternativoj	prononco
level	humoro	un humor	a humour	grupo	alternativoj	prononco
level	bonveno	una bienvenida	a welcome	grupo	alternativoj	prononco
level	alilandano	un extranjero (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	un sonido resonante	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	Recientemente últimamente	recently, lately	grupo	alternativoj	prononco
level	bele	hermosamente	beautifully	grupo	alternativoj	prononco
level	karaktero	un carácter, una naturaleza, una personalidad	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	costumbre general, conducta habitual, costumbres	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	libertad, una libertad	liberty, a freedom	grupo	alternativoj	prononco
level	lama	cojo, débil, cojo	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	un arcoiris	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	decir adiós, decir adiós	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	una biblioteca	a library	grupo	alternativoj	prononco
level	antikva	antiguo, antiguo	antique, ancient	grupo	alternativoj	prononco
level	societo	una sociedad pequeña	a small society	grupo	alternativoj	prononco
