B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	se vi hastos	आपण घाई केल्यास	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	निदान ओपनिंगला तरी मारता येईल	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	काँग्रेसचे उद्घाटन	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	किमान अधिवेशनाच्या उद्घाटनाला तरी मारता येईल	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	ते कधी होईल?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	सव्वा दहा वाजता	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	ते एक तास चालेल	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	आणि बारा वाजता खाणे शक्य होईल	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	सुंदर मी त्याची वाट पाहत आहे	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	मला सांगा, उद्घाटनाच्या वेळी काय होते?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	ते अजिबात भेट देण्यासारखे आहे का?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	माझ्या मते होय	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	सहसा ते फार चैतन्यशील नसते	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	पण तुमच्यासाठी 'रूकी' म्हणून	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	ते उपस्थित राहणे मनोरंजक असू शकते	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	माझा अंदाज आहे की ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO चे अध्यक्ष काही शब्द बोलतील	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	काँग्रेसची थीम	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	असे दिसते, कदाचित	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	LKK मधील कोणीतरी कदाचित काँग्रेसचा विषय मांडेल	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	प्रत्येक IJK ची थीम आहे	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	मला आशा आहे की काही संगीत देखील असेल	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	बरं, ते कुठे होईल?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	महान लेक्चर हॉल मध्ये	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	ते कसे शोधायचे?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	जेव्हा तुम्ही हे ठिकाण सोडता	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	इमारतीच्या अगदी शेवटी जा	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	कदाचित 100 मीटरसाठी	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	पुन्हा उजवीकडे, कदाचित 100 मीटरसाठी सरळ	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	आणि एक पिवळे घर आहे	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	रस्त्याच्या डाव्या बाजूला	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	सर्व IJK साइट्सबद्दल चिन्हे	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	त्यामध्ये, तुम्हाला सर्व IJK साइट्सबद्दल चिन्हे आढळतील	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	मी मोबाईल फोनवर संदेश पाठवीन	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	जर मला ते सापडले नाही	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	अरे, चांगली कल्पना, तिथे भेटू!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	लेक्चर हॉल मध्ये	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	संरक्षक देवदूत? तू गंमत करत आहेस का?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO चे अध्यक्ष	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	शेवटी मी तुम्हा सर्वांना आनंदी आठवड्याच्या शुभेच्छा देतो	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	ताज्या माहितीनुसार	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	आम्ही येथे 38 देशांतून 423 आहोत	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	मी तुम्हाला एक फलदायी आणि आनंददायी IJK आठवड्यासाठी शुभेच्छा देतो	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	TEJO मंडळाच्या वतीने हार्दिक स्वागत	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	टाळ्यांच्या मोठ्या फेरीनंतर	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	तुम्ही जागे राहण्यात व्यवस्थापित केले का?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	होय, मुख्यतः माझ्या भुकेमुळे	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	नाही, मी गंमत करत आहे. ते ऐकणे मनोरंजक होते	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	उपक्रमाबद्दल थोडे ऐकणे मनोरंजक होते	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	चळवळीच्या क्रियाकलाप आणि संरचनेबद्दल ऐकण्यासाठी	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	TEJO सत्र तुम्हाला स्वारस्य असेल	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	कदाचित काही TEJO सत्रे तुमच्यासाठी मनोरंजक असतील	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
