C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	karesi	accarezzare, adulare, lanciare	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	eccitare	to excite	grupo	alternativoj	prononco
level	poeto	un poeta	a poet	grupo	alternativoj	prononco
level	vortaro	un dizionario, un vocabolario	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	terra, suolo	ground, soil	grupo	alternativoj	prononco
level	ŝpari	risparmiare, risparmiare, conservare per un uso futuro	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registrazione, registrazione	registration, record	grupo	alternativoj	prononco
level	monujo	un portafoglio	a wallet	grupo	alternativoj	prononco
level	enlandano	un in-lander	an in-lander	grupo	alternativoj	prononco
level	konto	un account	an account	grupo	alternativoj	prononco
level	origino	origine	origin	grupo	alternativoj	prononco
level	samideano	una persona con la stessa idea, un compagno, un compagno di pensiero	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	conveniente, pratico, opportuno	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	minerale	mineral	grupo	alternativoj	prononco
level	lui	noleggiare	to rent	grupo	alternativoj	prononco
level	policano	un poliziotto, un poliziotto (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	una cannuccia	a straw	grupo	alternativoj	prononco
level	lukso	lusso	luxury	grupo	alternativoj	prononco
level	mesaĝo	un messaggio	a message	grupo	alternativoj	prononco
level	embaraso	imbarazzo, perplessità	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	imparare da soli	to learn by oneself	grupo	alternativoj	prononco
level	diveni	indovinare	to guess	grupo	alternativoj	prononco
level	razilo	un rasoio	a razor	grupo	alternativoj	prononco
level	ŝirmi	riparare, schermare, schermare, ombreggiare	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	sognare	to dream	grupo	alternativoj	prononco
level	injekti	iniettare	to inject	grupo	alternativoj	prononco
level	malsaneta	debole, molle	weak, soft-illed	grupo	alternativoj	prononco
level	peki	peccare	to sin	grupo	alternativoj	prononco
level	fandi	sciogliere	to melt	grupo	alternativoj	prononco
level	malĝusta	errato	incorrect	grupo	alternativoj	prononco
level	faldo	una piega	a fold	grupo	alternativoj	prononco
level	skulpti	scolpire, scolpire	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	una pietra	a rock	grupo	alternativoj	prononco
level	malfrue	più tardi e in ritardo	later and delayed	grupo	alternativoj	prononco
level	statuo	una statua	a statue	grupo	alternativoj	prononco
level	sekundo	secondo, un secondo	second, a second	grupo	alternativoj	prononco
level	laŭdi	lodare, gridare, acclamare	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	lussuoso	luxurious	grupo	alternativoj	prononco
level	deklivo	pendio, pendenza, pendio	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	una decorazione	a decoration	grupo	alternativoj	prononco
level	majstra	di un maestro, di un maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	una prugna, una prugna	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	prudente, saggio, sensato, ragionevole	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	mormorare, mormorare	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	sconvolgere, rovesciare, rovesciare, ribaltare	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	libertà	liberty	grupo	alternativoj	prononco
level	fortika	fortificato, durevole, fermo, robusto	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	da vedere	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	coraggiosamente	courageously	grupo	alternativoj	prononco
level	kora	del cuore	of heart	grupo	alternativoj	prononco
level	vidindaĵo	uno spettacolo che vale la pena vedere, un luogo turistico	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	scala, una scala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	corteggiare, corteggiare	to woo, to court	grupo	alternativoj	prononco
level	dankinda	grato, apprezzabile	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	stendere, stendere	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	affidabile, degno di fiducia	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	guadare, remare	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	la sede del congresso	the congress place	grupo	alternativoj	prononco
level	veŝto	un gilet, un panciotto	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	un biglietto da visita, un biglietto da visita	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	una cartolina illustrata	a picture postcard	grupo	alternativoj	prononco
level	makulo	una macula, una macchia, una macchia, una macchia	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	deplorevole, miserabile, pietoso, povero	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	una cartolina	a postcard	grupo	alternativoj	prononco
level	halo	una sala	a hall	grupo	alternativoj	prononco
level	urĝi	sollecitare, affrettarsi	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	realizzare, adempiere	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	una carta di credito	a credit card	grupo	alternativoj	prononco
level	iomete	un po', alcuni	a little, a few	grupo	alternativoj	prononco
level	kaĝo	una gabbia	a cage	grupo	alternativoj	prononco
level	haki	tritare, fare a pezzi, tagliare	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	un deserto, una zona selvaggia	a desert, wilderness	grupo	alternativoj	prononco
level	humila	umile	humble	grupo	alternativoj	prononco
level	pipo	una pipa	a pipe	grupo	alternativoj	prononco
level	gumo	gomma, gomma, gomma	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	Infatti	in fact	grupo	alternativoj	prononco
level	persiko	una pesca, una nettarina	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	un vulcano	a volcano	grupo	alternativoj	prononco
level	estro	un capo, un capo	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegare	to delegate	grupo	alternativoj	prononco
level	blinda	cieco	blind	grupo	alternativoj	prononco
level	fianĉo	un fidanzato, un fidanzato	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	un motore elettrico	an electric motor	grupo	alternativoj	prononco
level	kroĉi	agganciare, concatenare	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	per iniziare a guidare	to start off driving	grupo	alternativoj	prononco
level	ĉiel	in ogni modo	in every way	grupo	alternativoj	prononco
level	klera	istruito, colto	educated, cultured	grupo	alternativoj	prononco
level	dolaro	un dollaro	a dollar	grupo	alternativoj	prononco
level	fajfi	fischiare	to whistle	grupo	alternativoj	prononco
level	duone	a metà	in half	grupo	alternativoj	prononco
level	glata	liscio, liscio	smooth, slick	grupo	alternativoj	prononco
level	vomi	vomitare	to vomit	grupo	alternativoj	prononco
level	difekti	danneggiare, indebolire, guastare, ferire	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	gemere, gemere	to groan, to moan	grupo	alternativoj	prononco
level	devo	un dovere	a duty	grupo	alternativoj	prononco
level	heziti	esitare	to hesitate	grupo	alternativoj	prononco
level	dekstre	A destra	at right	grupo	alternativoj	prononco
level	velo	una vela	a sail	grupo	alternativoj	prononco
level	muta	silenzioso, muto, muto	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	A come B	such A as B	grupo	alternativoj	prononco
level	ĉifono	uno straccio, un brandello, un rottame	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	grazie, apprezzamento	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	e così via, eccetera, ecc	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	una fiamma	a flame	grupo	alternativoj	prononco
level	ajlo	un aglio	a garlic	grupo	alternativoj	prononco
level	pala	pallido	pale	grupo	alternativoj	prononco
level	danco	un ballo	a dance	grupo	alternativoj	prononco
level	kamarado	un compagno, un compagno, un amico, un amico	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	eccetera	etc	grupo	alternativoj	prononco
level	kokoso	una noce di cacao	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	una padrona di casa, un'amante, una proprietaria (donna).	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	una bacca	a berry	grupo	alternativoj	prononco
level	humoro	un umorismo	a humour	grupo	alternativoj	prononco
level	bonveno	un benvenuto	a welcome	grupo	alternativoj	prononco
level	alilandano	uno straniero (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	un suono risonante	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	recentemente, ultimamente	recently, lately	grupo	alternativoj	prononco
level	bele	magnificamente	beautifully	grupo	alternativoj	prononco
level	karaktero	un carattere, una natura, una personalità	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	consuetudine generale, condotta abituale, costumi	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	libertà, una libertà	liberty, a freedom	grupo	alternativoj	prononco
level	lama	zoppo, debole, zoppicante	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	un arcobaleno	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	dire addio, dire addio	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	una biblioteca	a library	grupo	alternativoj	prononco
level	antikva	antico, antico	antique, ancient	grupo	alternativoj	prononco
level	societo	una piccola società	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	l'altro ieri, l'altro ieri	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	un abete	a fir	grupo	alternativoj	prononco
level	kuniklo	un coniglio, un coney	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	un miliardo, un trilione	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	piano, piano (di un edificio)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	un consiglio, un consiglio	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	una lettura	a lecture	grupo	alternativoj	prononco
level	aventuro	un'avventura	an adventure	grupo	alternativoj	prononco
level	enua	noioso annoiato	boring, bored	grupo	alternativoj	prononco
level	grimpi	scalare	to climb	grupo	alternativoj	prononco
level	cerbumi	esultare, scervellarsi, scervellarsi	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	amabile	amiable	grupo	alternativoj	prononco
level	vero	una verità	a truth	grupo	alternativoj	prononco
level	mordi	mordere	to bite	grupo	alternativoj	prononco
level	tondri	tuonare	to thunder	grupo	alternativoj	prononco
level	kurbo	una curva	a curve	grupo	alternativoj	prononco
level	nuda	nudo, nudo, nudo	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	una marmellata, una confettura	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	una stella verde	a green star	grupo	alternativoj	prononco
level	alveno	un arrivo	an arrival	grupo	alternativoj	prononco
level	piedpilko	un pallone, un pallone (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	grezzo, naturale, crudo	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	andare a letto	to go to bed	grupo	alternativoj	prononco
level	toleri	tollerare, sopportare, sopportare	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	grazioso	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	ancora un altro	yet another one	grupo	alternativoj	prononco
level	kiso	un bacio	a kiss	grupo	alternativoj	prononco
level	agrable	piacevolmente, gradevolmente, graziosamente	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	una cintura, una zona	a belt, a zone	grupo	alternativoj	prononco
level	tubo	un tubo	a tube	grupo	alternativoj	prononco
level	teamo	un gruppo	a team	grupo	alternativoj	prononco
level	acida	acido, acidulo, aspro, acerbo	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	un elicottero	a helicopter	grupo	alternativoj	prononco
level	enui	essere annoiato	to be bored	grupo	alternativoj	prononco
level	sincera	sincero	sincere	grupo	alternativoj	prononco
level	unuiĝi	unirsi, unirsi, unirsi, unirsi	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	uno alla volta	one at a time	grupo	alternativoj	prononco
level	burĝo	borghese, cittadino medio	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	dintorni, quartiere	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	una colla	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Nazioni Unite	United Nations	grupo	alternativoj	prononco
level	bulo	una palla, un grumo, una zolla, un pezzo	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	uno stivale	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	un recinto, una barriera	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	così chiamato	so called	grupo	alternativoj	prononco
level	diligenta	diligente, industrioso	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	Sig.	Mr.	grupo	alternativoj	prononco
level	ties	di quello, di quella persona, quello	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	una segretaria	a secretary	grupo	alternativoj	prononco
level	absorbi	assorbire	to absorb	grupo	alternativoj	prononco
level	ruza	astuto, scaltro	cunning, sly	grupo	alternativoj	prononco
level	blindulo	un cieco	a blind man	grupo	alternativoj	prononco
level	floso	una zattera, un boma (di tronchi).	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	commentare	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	Associazione Anarchici nel Mondo	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	un diamante	a diamond	grupo	alternativoj	prononco
level	ĉies	di tutti	everyone's	grupo	alternativoj	prononco
level	drako	un drago	a dragon	grupo	alternativoj	prononco
level	mielo	Miele	honey	grupo	alternativoj	prononco
level	kotizo	un contributo, una quota di sottoscrizione, una quota	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	tagliando di risposta	response coupone	grupo	alternativoj	prononco
level	petoli	scherzare, scherzare, scatenarsi	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	strofinare	to rub	grupo	alternativoj	prononco
level	teksi	Ondeggiare	to weave	grupo	alternativoj	prononco
level	modo	moda, modo	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	editore	editor	grupo	alternativoj	prononco
