C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	tombo	en grav, en grav	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	en opplevelse	an experience	grupo	alternativoj	prononco
level	ŝmiri	å smøre, å smøre, å salve	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	en pioner	a pioneer	grupo	alternativoj	prononco
level	emerito	en emeritus, en pensjonist, en pensjonist	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	et skriveverktøy, alt for skriving	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	gunstig	favorable	grupo	alternativoj	prononco
level	kaĉo	en grøt, en puré	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	uten pause	without pause	grupo	alternativoj	prononco
level	horizonto	en horisont	a horizon	grupo	alternativoj	prononco
level	vertikalo	en vertikal linje	a vertical line	grupo	alternativoj	prononco
level	protekti	å beskytte	to protect	grupo	alternativoj	prononco
level	fikcio	en fiksjon	a fiction	grupo	alternativoj	prononco
level	ventumi	å vifte, å lufte	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	et hinder	an obstacle	grupo	alternativoj	prononco
level	satiĝi	å bli fornøyd	to become satisfied	grupo	alternativoj	prononco
level	kredito	en kreditt	a credit	grupo	alternativoj	prononco
level	rompiĝi	å bli ødelagt	to become broken	grupo	alternativoj	prononco
level	dorloti	å skjemme bort, kose, klappe, kose	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	en epoke, en alder, en periode, tid	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	en vifte	a fan	grupo	alternativoj	prononco
level	nutri	å gi næring, å mate	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	en mais, en mais, en mealies	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	å påvirke, å påvirke	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	å besøke igjen	to visit again	grupo	alternativoj	prononco
level	graveda	gravid	pregnant	grupo	alternativoj	prononco
level	potenco	en kraft	a power	grupo	alternativoj	prononco
level	surprizi	å overraske	to surprise	grupo	alternativoj	prononco
level	minimumo	et minimum	a minimum	grupo	alternativoj	prononco
level	fabo	en bønne, en favabønne, en bondebønne	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	å møte	to meet	grupo	alternativoj	prononco
level	abunda	rikelig, rikelig, rikholdig	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	å dykke, å stupe, å stupe	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	grad, karakter	degree, grade	grupo	alternativoj	prononco
level	kajo	en kai, en plattform, en forbindelse	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	gjensidig	reciprocally	grupo	alternativoj	prononco
level	reprezenti	å representere	to represent	grupo	alternativoj	prononco
level	gimnastiko	gymnastikk	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Jorden (Jorden)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	å binde, å lenke	to bind, to link	grupo	alternativoj	prononco
level	titolo	en tittel	a title	grupo	alternativoj	prononco
level	plumamiko	en brevvenn (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	en bukett	a bouquet	grupo	alternativoj	prononco
level	plaĉo	gledelig ting	pleasing thing	grupo	alternativoj	prononco
level	logi	å lokke, lokke, lokke	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	ris	rice	grupo	alternativoj	prononco
level	rajdi	å ri	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Esperanto-skaper)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	et lite stykke	a small piece	grupo	alternativoj	prononco
level	detrui	å ødelegge	to destroy	grupo	alternativoj	prononco
level	rubando	et bånd, en fascia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	en papirpose	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	en gartner	a gardener	grupo	alternativoj	prononco
level	salajro	lønn, lønn	salary, wage	grupo	alternativoj	prononco
level	severa	alvorlig, streng	severe, strict	grupo	alternativoj	prononco
level	junulara	av ungdom, av unge	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	en arrangør	an organizer	grupo	alternativoj	prononco
level	oficistino	en kvinnelig kontormedarbeider	a female office worker	grupo	alternativoj	prononco
level	protesti	å protestere	to protest	grupo	alternativoj	prononco
level	taksi	å vurdere, å anslå, å vurdere	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	nylig	newly	grupo	alternativoj	prononco
level	ŝtuparo	trapp, trapp	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	en krage	a collar	grupo	alternativoj	prononco
level	akcidento	en ulykke	an accident	grupo	alternativoj	prononco
level	mizero	elendighet	misery	grupo	alternativoj	prononco
level	miliono da	en million av	a million of	grupo	alternativoj	prononco
level	krokodilo	en krokodille	a crocodile	grupo	alternativoj	prononco
level	arbaro	en skog, skog	a forest, woods	grupo	alternativoj	prononco
level	etendi	å forlenge	to extend	grupo	alternativoj	prononco
level	persekuti	å forfølge, å jage	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	en bakterie	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	nøytralitet	neutrality	grupo	alternativoj	prononco
level	spaco	plass, et rom	space, a space	grupo	alternativoj	prononco
level	koridoro	en korridor, en passasje, en bane	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	nysgjerrig	curious	grupo	alternativoj	prononco
level	hararo	hår (person), pels (dyr)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	en badedrakt, en badedrakt	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privat	private	grupo	alternativoj	prononco
level	konsoli	å trøste, å trøste	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	en amatør	an amateur	grupo	alternativoj	prononco
level	ornami	å dekorere, å pynte	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	menneskeheten, menneskeheten	human race, mankind	grupo	alternativoj	prononco
level	milda	mild, mild, glatt	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	dyrt	expensive	grupo	alternativoj	prononco
level	verŝi	å helle, å søle	to pour, to spill	grupo	alternativoj	prononco
level	karesi	å kjærtegne, å smigre, å kaste	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	å begeistre	to excite	grupo	alternativoj	prononco
level	poeto	en dikter	a poet	grupo	alternativoj	prononco
level	vortaro	en ordbok, et vokabular	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	jord, jord	ground, soil	grupo	alternativoj	prononco
level	ŝpari	å spare, å spare, å beholde for fremtidig bruk	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registrering, rekord	registration, record	grupo	alternativoj	prononco
level	monujo	en lommebok	a wallet	grupo	alternativoj	prononco
level	enlandano	en innlander	an in-lander	grupo	alternativoj	prononco
level	konto	en konto	an account	grupo	alternativoj	prononco
level	origino	opprinnelse	origin	grupo	alternativoj	prononco
level	samideano	en person med samme idé, en kamerat, en medtenker	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	praktisk, hendig, beleilig	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineral	mineral	grupo	alternativoj	prononco
level	lui	å leie	to rent	grupo	alternativoj	prononco
level	policano	en politimann, en politimann (=politisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	et sugerør	a straw	grupo	alternativoj	prononco
level	lukso	luksus	luxury	grupo	alternativoj	prononco
level	mesaĝo	en melding	a message	grupo	alternativoj	prononco
level	embaraso	forlegenhet, forvirring	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	å lære selv	to learn by oneself	grupo	alternativoj	prononco
level	diveni	å gjette	to guess	grupo	alternativoj	prononco
level	razilo	et barberblad	a razor	grupo	alternativoj	prononco
level	ŝirmi	å skjerme, å skjerme, å skjerme, å skygge	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	å drømme	to dream	grupo	alternativoj	prononco
level	injekti	å injisere	to inject	grupo	alternativoj	prononco
level	malsaneta	svak, bløt ille	weak, soft-illed	grupo	alternativoj	prononco
level	peki	å synde	to sin	grupo	alternativoj	prononco
level	fandi	å smelte	to melt	grupo	alternativoj	prononco
level	malĝusta	stemmer ikke	incorrect	grupo	alternativoj	prononco
level	faldo	en fold	a fold	grupo	alternativoj	prononco
level	skulpti	å skulpturere, å skjære	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	en stein	a rock	grupo	alternativoj	prononco
level	malfrue	senere og forsinket	later and delayed	grupo	alternativoj	prononco
level	statuo	En statue	a statue	grupo	alternativoj	prononco
level	sekundo	sekund, et sekund	second, a second	grupo	alternativoj	prononco
level	laŭdi	å prise, å høyt, å hylle	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luksuriøs	luxurious	grupo	alternativoj	prononco
level	deklivo	en skråning, acclivity, en åsside	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	en dekorasjon	a decoration	grupo	alternativoj	prononco
level	majstra	av en mester, av en maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	en sviske, en plomme	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	klok, klok, fornuftig, fornuftig	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	å murre, å mumle	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	å opprøre, å velte, å velte, å snu	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	frihet	liberty	grupo	alternativoj	prononco
level	fortika	forsterket, holdbar, fast, solid	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	verdt å se	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	modig	courageously	grupo	alternativoj	prononco
level	kora	av hjertet	of heart	grupo	alternativoj	prononco
level	vidindaĵo	en severdighet verdt å se, et sightseeingsted	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skala, en skala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	å beile, til retten	to woo, to court	grupo	alternativoj	prononco
level	dankinda	takknemlig, verdsatt	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	å spre ut, å legge ut	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	pålitelig, pålitelig	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	å vade, å padle	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongressplassen	the congress place	grupo	alternativoj	prononco
level	veŝto	en vest, en vest	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	et visittkort, et visittkort	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	et bildepostkort	a picture postcard	grupo	alternativoj	prononco
level	makulo	en makula, en flekk, en flekk, en flekk	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	bedrøvelig, elendig, ynkelig, fattig	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	et postkort	a postcard	grupo	alternativoj	prononco
level	halo	en hall	a hall	grupo	alternativoj	prononco
level	urĝi	å mane, å skynde seg	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	å gjennomføre, å oppfylle	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	et kredittkort	a credit card	grupo	alternativoj	prononco
level	iomete	litt, noen få	a little, a few	grupo	alternativoj	prononco
level	kaĝo	et bur	a cage	grupo	alternativoj	prononco
level	haki	å hogge, å hakke, å kutte	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	en ørken, villmark	a desert, wilderness	grupo	alternativoj	prononco
level	humila	ydmyk	humble	grupo	alternativoj	prononco
level	pipo	et rør	a pipe	grupo	alternativoj	prononco
level	gumo	tyggegummi, et viskelær, en gummi	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	faktisk	in fact	grupo	alternativoj	prononco
level	persiko	en fersken, nektarin	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	en vulkan	a volcano	grupo	alternativoj	prononco
level	estro	en sjef, en sjef	a boss, a chief	grupo	alternativoj	prononco
level	delegi	å delegere	to delegate	grupo	alternativoj	prononco
level	blinda	blind	blind	grupo	alternativoj	prononco
level	fianĉo	en forlover, en forlover	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	en elektrisk motor	an electric motor	grupo	alternativoj	prononco
level	kroĉi	å hekte, å sette sammen	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	å begynne å kjøre	to start off driving	grupo	alternativoj	prononco
level	ĉiel	på alle måter	in every way	grupo	alternativoj	prononco
level	klera	utdannet, kultivert	educated, cultured	grupo	alternativoj	prononco
level	dolaro	en dollar	a dollar	grupo	alternativoj	prononco
level	fajfi	å plystre	to whistle	grupo	alternativoj	prononco
level	duone	i halvparten	in half	grupo	alternativoj	prononco
level	glata	glatt, glatt	smooth, slick	grupo	alternativoj	prononco
level	vomi	å spy	to vomit	grupo	alternativoj	prononco
level	difekti	å skade, å forringe, å ødelegge, å skade	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	å stønne, å stønne	to groan, to moan	grupo	alternativoj	prononco
level	devo	en plikt	a duty	grupo	alternativoj	prononco
level	heziti	å nøle	to hesitate	grupo	alternativoj	prononco
level	dekstre	til høyre	at right	grupo	alternativoj	prononco
level	velo	et seil	a sail	grupo	alternativoj	prononco
level	muta	stille, stum, stum	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	slik som A som B	such A as B	grupo	alternativoj	prononco
level	ĉifono	en fille, en filler, et skrot	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	takk, takknemlighet	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	og så videre osv. osv	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	en flamme	a flame	grupo	alternativoj	prononco
level	ajlo	en hvitløk	a garlic	grupo	alternativoj	prononco
level	pala	blek	pale	grupo	alternativoj	prononco
level	danco	en dans	a dance	grupo	alternativoj	prononco
level	kamarado	en kamerat, en følgesvenn, en kompis, en venn	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	etc	etc	grupo	alternativoj	prononco
level	kokoso	en kakao nøtt	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	en utleier, en frue, en (kvinnelig) eier	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	et bær	a berry	grupo	alternativoj	prononco
level	humoro	en humor	a humour	grupo	alternativoj	prononco
level	bonveno	en velkomst	a welcome	grupo	alternativoj	prononco
level	alilandano	en utlending (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	en resonanslyd	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	nylig, i det siste	recently, lately	grupo	alternativoj	prononco
level	bele	vakkert	beautifully	grupo	alternativoj	prononco
level	karaktero	en karakter, en natur, en personlighet	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	generell skikk, vanemessig oppførsel, skikk	general custom, habitual conduct, mores	grupo	alternativoj	prononco
