B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	apenaŭ vidas	မြင်ခဲ	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	ဆန့်ကျင်ဘက်အနေနဲ့ ကျွန်တော် အိပ်မပျော်ဘူး။	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ဒါနဲ့ဘာဖြစ်လို့လဲ?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	မင်းရဲ့ ပထမဆုံး IJK နေ့ကို စိတ်ပူနေမှာလား။	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	တကယ်မဟုတ်ဘူး	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	တစ်ညလုံး၊ တစ်ညလုံး	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	အရမ်းဟောက်တယ်။	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	တစ်ညလုံး တစ်စုံတစ်ယောက်က ကျယ်လောင်စွာ ဟောက်တယ်။	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	ငါ့ကိုမနှောင့်ယှက်ပါနဲ့။	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	အဲဒါက ကျွန်မကို အရမ်းစိတ်အနှောင့်အယှက်ဖြစ်စေတယ်။	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	မကြားဘူးလား	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	လုံးဝမဟုတ်ပဲ၊ ကျွန်တော် လေးလေးနက်နက် အိပ်ပျော်သွားတယ်။	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ငါ မင်းကို ပြောဖို့ မေ့သွားပြီလား ~	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ear, to plug, နားပလပ်များ	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	နားကြပ်တွေ သုံးရတာ တန်တယ်။	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	သုံးရတာ တန်ပါတယ်။	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	နားကြပ်သုံးရတာ တန်တယ်လို့ မင်းကိုပြောခဲ့တယ်။	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	အစုလိုက်အပြုံလိုက် တည်းခိုခန်းမှာ အိပ်တဲ့အခါ (ပျက်ကျတဲ့နေရာ)၊	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	သိသာတယ်။	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	သနားစရာ Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	မင်းဘယ်သူအကြောင်းပြောနေတာလဲ	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	သင့်အကြောင်း	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	ပွတ်သပ်ခြင်း၊ ပွတ်သပ်ခြင်းအမည်၊ အမည်ပြောင်	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjo သို့မဟုတ် -njo ဖြင့် Esperanto တွင် နာမည်ပြောင်များ ဖန်တီးနိုင်သည်။	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ဟုတ်တယ်၊ ငါတစ်ခါဖတ်ဖူးတယ်။	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	ဒါဆို မင်း Injo ဖြစ်မလား။	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	မင်းအဲဒီကိုသွားချင်ရင်	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	အခုဘယ်အချိန်ရှိပြီလဲ။	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ငါးမိနစ်တောင် ဆယ်မိနစ်ရှိနေပြီ။	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	ဆယ်မီငါးမိနစ် သို့မဟုတ် ကိုးငါးဆယ့်ငါး	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	ထိမှန်ခြင်း သို့မဟုတ် လွတ်သွားပါသလား။	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	မနက်စာ လွတ်သွားသလား	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	ဟာသေပြီ!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	ကျေနပ်လား ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	အလွန်ဆာလောင်မွတ်သိပ်သော ငါဖြစ်၏။	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	လျင်လျင်မြန်မြန်	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	အနည်းဆုံး အဖွင့်ကို ထိနိုင်တယ်။	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	ကွန်ဂရက်၏အဖွင့်	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	အနည်းဆုံးတော့ စည်းဝေးကြီးအဖွင့်ကို ထိနိုင်တယ်။	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	ဘယ်တော့ဖြစ်မလဲ	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	ဆယ်လေးပုံတစ်ပုံမှာ	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	တစ်နာရီကြာလိမ့်မည်။	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	တစ်ဆယ့်နှစ်နာရီတွင် စားနိုင်လိမ့်မည်။	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	လှလှပပ ငါမျှော်လင့်နေပါတယ်။	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	ဖွင့်ပွဲမှာ ဘာဖြစ်သွားလဲ ပြောပြပါဦး။	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	လည်ပတ်ဖို့ လုံးဝထိုက်တန်ပါသလား။	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	ငါ့အမြင်တော့ ဟုတ်တယ်။	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	အများအားဖြင့်တော့ သိပ်မသွက်ဘူး။	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ဒါပေမယ့် မင်းအတွက် 'လူသစ်' တစ်ယောက်အနေနဲ့	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	တက်ရောက်ရန် စိတ်ဝင်စားဖွယ်ကောင်းပါသည်။	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	ထင်တာပဲ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO ဥက္ကဋ္ဌက စကားအနည်းငယ်ပြောပါလိမ့်မယ်။	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	ကွန်ဂရက်၏ဆောင်ပုဒ်	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	ဖြစ်ကောင်းဖြစ်နိုင်ပါတယ်။	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	LKK မှ တစ်စုံတစ်ယောက်သည် ကွန်ဂရက်၏ ခေါင်းစဉ်ကို တင်ပြလိမ့်မည်	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	IJK တစ်ခုစီတွင် ၎င်း၏ theme ရှိသည်။	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	သီချင်းတွေလည်း ပါမယ်လို့ မျှော်လင့်ပါတယ်။	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	ကောင်းပြီ၊ ဘယ်မှာဖြစ်မလဲ။	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	ဟောပြောပွဲခန်းမကြီးထဲမှာ	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	အဲဒါကို ဘယ်လိုရှာမလဲ။	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	ဤနေရာမှ ထွက်သွားသောအခါ၊	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	အဆောက်အဦးရဲ့အဆုံးကို ညာဘက်သွားပါ။	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	မီတာ 100 ဖြစ်နိုင်သည်။	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	တစ်ဖန်၊ မီတာ 100 တည့်တည့်	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	အဝါရောင်အိမ်တစ်လုံးရှိတယ်။	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	လမ်း၏လက်ဝဲဘက်၌	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	IJK ဆိုက်များအားလုံးအကြောင်း လက္ခဏာများ	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	၎င်းတွင်၊ IJK ဆိုက်များအားလုံးနှင့်ပတ်သက်သော ဆိုင်းဘုတ်များကို တွေ့ရပါမည်။	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	မိုဘိုင်းလ်ဖုန်းဖြင့် မက်ဆေ့ချ်ပို့ပါမည်။	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	ငါမတွေ့ရင်	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	စိတ်ကူးကောင်းတယ်၊ ဟိုမှာတွေ့မယ်။	oh, good idea, see you up there!	grupo	alternativoj	prononco
