C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	dolaro	dollari	a dollar	grupo	alternativoj	prononco
level	fajfi	viheltää	to whistle	grupo	alternativoj	prononco
level	duone	puoliksi	in half	grupo	alternativoj	prononco
level	glata	sileä, sileä	smooth, slick	grupo	alternativoj	prononco
level	vomi	oksentaa	to vomit	grupo	alternativoj	prononco
level	difekti	vahingoittaa, vahingoittaa, pilata, vahingoittaa	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	voihkia, voihkia	to groan, to moan	grupo	alternativoj	prononco
level	devo	velvollisuus	a duty	grupo	alternativoj	prononco
level	heziti	epäröidä	to hesitate	grupo	alternativoj	prononco
level	dekstre	oikealla	at right	grupo	alternativoj	prononco
level	velo	purje	a sail	grupo	alternativoj	prononco
level	muta	hiljainen, mykkä, tyhmä	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	kuten A kuin B	such A as B	grupo	alternativoj	prononco
level	ĉifono	rätti, repeämä, romu	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	kiitos, arvostus	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	ja niin edelleen, jne	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	liekki	a flame	grupo	alternativoj	prononco
level	ajlo	valkosipuli	a garlic	grupo	alternativoj	prononco
level	pala	kalpea	pale	grupo	alternativoj	prononco
level	danco	tanssi	a dance	grupo	alternativoj	prononco
level	kamarado	toveri, seuralainen, kaveri, kaveri	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	jne	etc	grupo	alternativoj	prononco
level	kokoso	kaakaopähkinä	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	vuokraemäntä, emäntä, (nais)omistaja	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	marja	a berry	grupo	alternativoj	prononco
level	humoro	huumoria	a humour	grupo	alternativoj	prononco
level	bonveno	tervetuloa	a welcome	grupo	alternativoj	prononco
level	alilandano	ulkomaalainen (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	resonoiva ääni	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	äskettäin, viime aikoina	recently, lately	grupo	alternativoj	prononco
level	bele	kauniisti	beautifully	grupo	alternativoj	prononco
level	karaktero	hahmo, luonne, persoonallisuus	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	yleinen tapa, tapa, tapa	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	vapaus, vapaus	liberty, a freedom	grupo	alternativoj	prononco
level	lama	ontuva, heikko, kömpelö	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	sateenkaari	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	hyvästellä, sanoa hyvästit	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	kirjasto	a library	grupo	alternativoj	prononco
level	antikva	antiikki, vanha	antique, ancient	grupo	alternativoj	prononco
level	societo	pieni yhteiskunta	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	ennen eilen, toissapäivänä	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	kuusi	a fir	grupo	alternativoj	prononco
level	kuniklo	kani, käpy	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	miljardi, biljoona	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	kerros, tarina (rakennuksesta)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	neuvo, neuvo	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	luento	a lecture	grupo	alternativoj	prononco
level	aventuro	seikkailu	an adventure	grupo	alternativoj	prononco
level	enua	tylsää, tylsää	boring, bored	grupo	alternativoj	prononco
level	grimpi	kiivetä	to climb	grupo	alternativoj	prononco
level	cerbumi	serebroida, raahata aivonsa, arvoitella	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	rakastettava	amiable	grupo	alternativoj	prononco
level	vero	totuus	a truth	grupo	alternativoj	prononco
level	mordi	purra	to bite	grupo	alternativoj	prononco
level	tondri	ukkostaa	to thunder	grupo	alternativoj	prononco
level	kurbo	käyrä	a curve	grupo	alternativoj	prononco
level	nuda	alasti, alasti, alasti	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	marmeladi, hillo	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	vihreä tähti	a green star	grupo	alternativoj	prononco
level	alveno	saapuminen	an arrival	grupo	alternativoj	prononco
level	piedpilko	jalkapallo, jalkapallo (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	raaka, luonnollinen, raaka	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	mennä nukkumaan	to go to bed	grupo	alternativoj	prononco
level	toleri	sietää, sietää, sietää	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	siro	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	vielä yksi	yet another one	grupo	alternativoj	prononco
level	kiso	suudelma	a kiss	grupo	alternativoj	prononco
level	agrable	miellyttävästi, miellyttävästi, mukavasti	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	vyö, vyöhyke	a belt, a zone	grupo	alternativoj	prononco
level	tubo	tuubi	a tube	grupo	alternativoj	prononco
level	teamo	tiimi	a team	grupo	alternativoj	prononco
level	acida	hapan, hapan, hapan, hapan	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	helikopteri	a helicopter	grupo	alternativoj	prononco
level	enui	olla tylsistynyt	to be bored	grupo	alternativoj	prononco
level	sincera	vilpitön	sincere	grupo	alternativoj	prononco
level	unuiĝi	yhdistyä, liittyä, yhdistyä, yhdistyä	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	yksi kerrallaan	one at a time	grupo	alternativoj	prononco
level	burĝo	porvarillinen, keskiluokan kansalainen	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	ympäristö, naapurusto	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	liimaa	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Yhdistyneet kansakunnat	United Nations	grupo	alternativoj	prononco
level	bulo	pallo, pala, pala, pala	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	saapas	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	aitaus, este	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	niin sanottu	so called	grupo	alternativoj	prononco
level	diligenta	ahkera, ahkera	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	Herra.	Mr.	grupo	alternativoj	prononco
level	ties	siitä, tuosta henkilöstä, tuosta	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	sihteeri	a secretary	grupo	alternativoj	prononco
level	absorbi	omaksua	to absorb	grupo	alternativoj	prononco
level	ruza	ovela, ovela	cunning, sly	grupo	alternativoj	prononco
level	blindulo	sokea mies	a blind man	grupo	alternativoj	prononco
level	floso	lautta, (tuki)puomi	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	kommentoida	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	Maailmanlaajuinen anarkistiyhdistys	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	timantti	a diamond	grupo	alternativoj	prononco
level	ĉies	kaikkien	everyone's	grupo	alternativoj	prononco
level	drako	lohikäärme	a dragon	grupo	alternativoj	prononco
level	mielo	hunaja	honey	grupo	alternativoj	prononco
level	kotizo	osuus, merkintämaksu, osake	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	vastauskuponki	response coupone	grupo	alternativoj	prononco
level	petoli	leikkimään, vitsailemaan, kekseliämään	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	hieroa	to rub	grupo	alternativoj	prononco
level	teksi	kutoa	to weave	grupo	alternativoj	prononco
level	modo	muoti, tila	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	toimittaja	editor	grupo	alternativoj	prononco
level	rafano	retiisi, retiisi	a radish, a black radish	grupo	alternativoj	prononco
level	verso	säe, säkeistö	a verse, a line of verse	grupo	alternativoj	prononco
level	iafoje	joskus	sometimes	grupo	alternativoj	prononco
level	krevi	räjähtää, poksahtaa	to burst, to pop	grupo	alternativoj	prononco
level	forĝi	takoa	to forge	grupo	alternativoj	prononco
level	aŭtomato	automaatti, robotti	an automaton, a robot	grupo	alternativoj	prononco
level	semajnfino	viikonloppu	a weekend	grupo	alternativoj	prononco
level	ptm. (posttagmeze)	pm. iltapäivällä	pm. afternoon	grupo	alternativoj	prononco
level	fasko	nippu, nippu, nippu, rypäle	a bundle, a sheaf, a bunch, a cluster	grupo	alternativoj	prononco
level	instinkto	vaisto, vaisto	instinct, an instinct	grupo	alternativoj	prononco
level	proks. (proksimume)	suunnilleen	approximately	grupo	alternativoj	prononco
level	briko	tiili, lohko	a brick, a block	grupo	alternativoj	prononco
level	nesto	pesä, luola	a nest, a den	grupo	alternativoj	prononco
level	p.k. (poŝtkarto)	PC (postikortti)	p.c. (postcard)	grupo	alternativoj	prononco
level	ledo	nahkaa, nahkaa	leather, a leather	grupo	alternativoj	prononco
level	mamulo (mambesto)	nisäkäs	a mammal	grupo	alternativoj	prononco
level	formiko	muurahainen	an ant	grupo	alternativoj	prononco
level	vizo	viisumi	a visa	grupo	alternativoj	prononco
level	masko	naamio	a mask	grupo	alternativoj	prononco
level	pugno	nyrkki	a fist	grupo	alternativoj	prononco
level	p. (paĝo)	sivu	page	grupo	alternativoj	prononco
level	aglo	kotka	an eagle	grupo	alternativoj	prononco
level	vegetara	kasvissyöjä, kasvissyöjä	vegetarian, of vegetarian	grupo	alternativoj	prononco
level	leporo	jänis	an hare	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	Paikallinen kongressitoimikunta	Local Congress Committee	grupo	alternativoj	prononco
level	sindona	omistautunut, antelias	devoted, generous	grupo	alternativoj	prononco
level	vazo	maljakko, astia	a vase, a vessel	grupo	alternativoj	prononco
level	martelo	vasara	a hammer	grupo	alternativoj	prononco
level	eldoni	julkaista, julkaista	to publish, to issue	grupo	alternativoj	prononco
level	puto	kaivo, kaivo	a well, a water well	grupo	alternativoj	prononco
level	stalo	aita, talli, talli	a shed, a stall, a stable, a sty	grupo	alternativoj	prononco
level	kp. (komparu)	vrt. (vertaa)	cf. (compare to)	grupo	alternativoj	prononco
level	plado	astia, ruokalaji, tarjotin, lautanen	a dish, a course, a tray, a plate	grupo	alternativoj	prononco
level	solido	kiinteä, jäykkä runko	a solid, a rigid body	grupo	alternativoj	prononco
level	tenti	houkutella, houkutella	to tempt, to entice	grupo	alternativoj	prononco
level	KKK (Konstanta Komitato de la Kongresoj)	CCC (Congress Committee of Congresses)	CCC (Constant Committee of the Congresses)	grupo	alternativoj	prononco
level	faruno	jauhot, jauhot	flour, meal	grupo	alternativoj	prononco
level	televidi	Katsoa televisiota	to watch TV	grupo	alternativoj	prononco
level	pinĉilo	pihti, kynsi	a pincer, a claw	grupo	alternativoj	prononco
level	ciklo	sykli	a cycle	grupo	alternativoj	prononco
level	plaĝo	ranta, ranta (=strando)	a beach, a shore (=strando)	grupo	alternativoj	prononco
level	k-do (kamarado)	Toveri	Commrade	grupo	alternativoj	prononco
level	streko	viiva, viiva, viiva	a stroke, a line segment, a streak	grupo	alternativoj	prononco
level	sinteno	asenne	an attitude	grupo	alternativoj	prononco
level	ĉerpi	vetää (vettä), ottaa, kauhaa, kauhaa	to draw (water), to extract, to ladle, to scoop	grupo	alternativoj	prononco
level	k.a. (kaj aliaj)	ja muut (=kc (kaj ceteraj))	and others (=k.c. (kaj ceteraj))	grupo	alternativoj	prononco
level	singarda	varovainen, varovainen	cautious, careful	grupo	alternativoj	prononco
level	alumeto	tulitikku, tulitikku	a match, a matchstick	grupo	alternativoj	prononco
level	najlo	kynsi	a nail	grupo	alternativoj	prononco
level	ŝveli	turvota	to swell	grupo	alternativoj	prononco
level	il. (ilustrita)	il. (kuvitettu)	il. (illustrated)	grupo	alternativoj	prononco
level	tabako	tupakka	tobacco	grupo	alternativoj	prononco
level	kien	kohti minne, mihin paikkaan, minne ~	toward where, to what place, where ~ to	grupo	alternativoj	prononco
level	konfuzi	hämmentää	to confuse	grupo	alternativoj	prononco
level	F-ino. (Fraŭlino)	Neiti	Miss.	grupo	alternativoj	prononco
level	fojno	heinää, heinää	hay, a hay	grupo	alternativoj	prononco
level	tien	sinne päin, sinne päin	toward there, that way	grupo	alternativoj	prononco
level	blonda	vaalea	blonde	grupo	alternativoj	prononco
level	ekz. (Ekzemple)	esim. (Esimerkiksi)	ex. (For example)	grupo	alternativoj	prononco
level	brasiko	kaali, brassika	cabbage, brassika	grupo	alternativoj	prononco
level	ĉi-jare	tänä vuonna	in this year	grupo	alternativoj	prononco
level	maniko	hiha	a sleeve	grupo	alternativoj	prononco
level	abomeno	kauhistus, kauhistus, inho	abomination, abhorrence, loathing	grupo	alternativoj	prononco
level	kaldrono	pata, ontto, kattila	a cauldron, a hollow, a boiler	grupo	alternativoj	prononco
level	cigno	joutsen	a swan	grupo	alternativoj	prononco
level	D-ro (Doktoro)	Dr. (lääkäri)	Dr. (Doctor)	grupo	alternativoj	prononco
level	violo	violetti	violet	grupo	alternativoj	prononco
level	ĉi-semajne	tällä viikolla	in this week	grupo	alternativoj	prononco
level	ĉ. (ĉirkaŭ)	noin	around	grupo	alternativoj	prononco
level	skio	suksi	a ski	grupo	alternativoj	prononco
level	frandi	nauttia, nauttia, maistaa	to relish, to enjoy, to savor	grupo	alternativoj	prononco
level	ĉi tie (tie ĉi)	tässä	here	grupo	alternativoj	prononco
level	anst. (anstataŭ)	sijasta	instead of	grupo	alternativoj	prononco
level	subtitolo	alaotsikko, otsikko	a subtitle, a headline	grupo	alternativoj	prononco
level	agordo	sopu, asetelma, konsonanssi	accord, set-up, consonance	grupo	alternativoj	prononco
level	literaturo	kirjallisuus	literature	grupo	alternativoj	prononco
level	bredi	kasvattaa, kasvattaa	to breed, to raise	grupo	alternativoj	prononco
level	ŝtopi	kytkeä, tukkia, kytkeä	to plug, to block, to plug up	grupo	alternativoj	prononco
level	ĉi tien (tien ĉi)	tänne, tänne, tänne	to here, toward here, over here	grupo	alternativoj	prononco
level	ĵonglado	jongleerausta	a juggling	grupo	alternativoj	prononco
level	tofuo	tofu	tofu	grupo	alternativoj	prononco
level	cervo	peura	a deer	grupo	alternativoj	prononco
level	urĝa	kiireellinen	urgent	grupo	alternativoj	prononco
level	kolegio	korkeakoulu	a college	grupo	alternativoj	prononco
level	ladmanĝaĵo	purkitettu ruoka	a canned food	grupo	alternativoj	prononco
level	perfidi	pettää	to betray	grupo	alternativoj	prononco
level	trafika akcidento	liikenneonnettomuus	a traffic accident	grupo	alternativoj	prononco
level	baniĝi	tulla kylpemään, kylpemään	to become bathing, to bathe	grupo	alternativoj	prononco
level	suĉi	imemään	to suck	grupo	alternativoj	prononco
level	tritiko	vehnä	wheat	grupo	alternativoj	prononco
level	tropika zono	trooppinen vyöhyke (=tropikoj)	a tropical zone (=tropikoj)	grupo	alternativoj	prononco
level	likvo	nestettä	a liquid	grupo	alternativoj	prononco
level	veturilo	ajoneuvo	a vehicle	grupo	alternativoj	prononco
level	fotografi	ottaa kuvia, valokuvata	to take pictures, to photograph	grupo	alternativoj	prononco
level	Pacifiko	Tyyni valtameri	Pacific Ocean	grupo	alternativoj	prononco
level	kajerteko	käsilaukku	a handsatchel	grupo	alternativoj	prononco
level	oficiala	virallinen (adj)	official (adj)	grupo	alternativoj	prononco
level	vermo	mato	a worm	grupo	alternativoj	prononco
level	gratifiko (trinkmono)	palkkio, juomaraha	a gratuity, a tip	grupo	alternativoj	prononco
level	deĵori	olla töissä	to be on duty	grupo	alternativoj	prononco
level	hirundo	pääskynen	a swallow	grupo	alternativoj	prononco
level	akademio	Ac. (Akateeminen) (=Ak.)	Ac. (Academia) (=Ak.)	grupo	alternativoj	prononco
level	atm. (antaŭtagmeze)	olen.	am.	grupo	alternativoj	prononco
level	akcepto	hyväksyminen, hyväksyminen	acceptance, an acceptance	grupo	alternativoj	prononco
level	D. (Delegito)	D. (valtuutettu)	D. (Delegate)	grupo	alternativoj	prononco
level	ĝangalo	viidakko	a jungle	grupo	alternativoj	prononco
level	profesoro	professori	a professor	grupo	alternativoj	prononco
level	eld. (eldonisto)	kustantaja	a publisher	grupo	alternativoj	prononco
level	informejo	tietokeskus, tiedustelutoimisto	an information center, an inquiry-office	grupo	alternativoj	prononco
level	ĵurnalisto	toimittaja	a journalist	grupo	alternativoj	prononco
level	ĉokolado	suklaata	a chocolate	grupo	alternativoj	prononco
level	ŝaltilo	kytkin	a switch	grupo	alternativoj	prononco
level	FD (Faka Delegito)	Asiantuntijan edustaja	Specialists Delegate	grupo	alternativoj	prononco
