C.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	homformo	форма на човек	a form of a person	grupo	alternativoj	prononco
level	scipovi	да знам как	to know how	grupo	alternativoj	prononco
level	haltigi	да предизвика спиране	to cause stop	grupo	alternativoj	prononco
level	spezi	за транзакция на пари	to transact money	grupo	alternativoj	prononco
level	grandula	на гиганта	giant's	grupo	alternativoj	prononco
level	grafino	графиня	a countess	grupo	alternativoj	prononco
level	supra	горен	upper	grupo	alternativoj	prononco
level	gondolisto	гондолист	a gondolist	grupo	alternativoj	prononco
level	paŭzi	за пауза, за почивка, за почивка	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	братя и сестри	siblings	grupo	alternativoj	prononco
level	sandviĉo	сандвич	a sandwich	grupo	alternativoj	prononco
level	knedi	да смесвам, да меся, да обработвам	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	да говори погрешно	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	да упражняват, да тренират, да тренират, да практикуват	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	накрая	at the end	grupo	alternativoj	prononco
level	verŝajne	вероятно, очевидно	probably, apparently	grupo	alternativoj	prononco
level	familiano	член на семейството	a family member	grupo	alternativoj	prononco
level	energio	енергия	an energy	grupo	alternativoj	prononco
level	faligi	да предизвика падане, да прегази	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	апарат, машина, устройство	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	информация	an information	grupo	alternativoj	prononco
level	eniri	да вляза	to go in	grupo	alternativoj	prononco
level	saluton!	Здравейте!	hello!	grupo	alternativoj	prononco
level	ekvidi	да започна да виждам	to start seeing	grupo	alternativoj	prononco
level	balancilo	люлка, баланс	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	на излизане	on the way out	grupo	alternativoj	prononco
level	flugilo	крило	a wing	grupo	alternativoj	prononco
level	ekrigardi	да започне да търси	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	високоговорител	a speaker	grupo	alternativoj	prononco
level	ekmire	чудно	wonderously	grupo	alternativoj	prononco
level	dumtage	на ден	at day	grupo	alternativoj	prononco
level	socio	общество	a society	grupo	alternativoj	prononco
level	doloriga	причинявайки болка	causing pain	grupo	alternativoj	prononco
level	laborilo	инструмент за работа	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	да се заблудя	to go astray	grupo	alternativoj	prononco
level	banujo	вана (=банкуво)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	плакат, публикация, статия	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	да стана от леглото, да стана	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	да означава, да означава, да подразбира	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	ножица	scissors	grupo	alternativoj	prononco
level	besteto	малко животно	a little animal	grupo	alternativoj	prononco
level	pasio	страст	passion	grupo	alternativoj	prononco
level	bedaŭrinde	за жалост	unfortunately	grupo	alternativoj	prononco
level	ekdormi	заспивам	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	неприятна миризма	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	нож	a knife	grupo	alternativoj	prononco
level	rano	жаба	a frog	grupo	alternativoj	prononco
level	arboplena	пълен с дървета	full of trees	grupo	alternativoj	prononco
level	vespere	вечерта	in the evening	grupo	alternativoj	prononco
level	temo	тема, тема	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	да продължа напред	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	калкулатор	a calculator	grupo	alternativoj	prononco
level	amikino	приятелка	a girl friend	grupo	alternativoj	prononco
level	alilanda	чуждестранен	foreign	grupo	alternativoj	prononco
level	kovrilo	покривало, осветление, одеяло	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	меню	a menu	grupo	alternativoj	prononco
level	informilo	бюлетин, обява	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Венеция	Venice	grupo	alternativoj	prononco
level	teroro	ужас	a terror	grupo	alternativoj	prononco
level	doĝo	дож, вицекрал	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	количество, количество	quantity, amount	grupo	alternativoj	prononco
level	batilo	прилеп (да удариш)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	качество, собственост	quality, property	grupo	alternativoj	prononco
level	laŭte	силно, на глас	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(наставка) условно страдание	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Коледа	Christmas	grupo	alternativoj	prononco
level	vivo	живот	a life	grupo	alternativoj	prononco
level	freneza	луд, луд, луд	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	да се реши, да се разтвори	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	отнасящи се до	relating to	grupo	alternativoj	prononco
level	fi!	мамка му!	shit!	grupo	alternativoj	prononco
level	rideti	да се усмихва	to smile	grupo	alternativoj	prononco
level	temas pri	касае се за	it is about	grupo	alternativoj	prononco
level	alilande	в чужбина	abroad	grupo	alternativoj	prononco
level	pli-malpli	повече или по-малко	more or less	grupo	alternativoj	prononco
level	kadro	рамка, обстановка, кадър	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	малък, мъничък (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	две хиляди	two thousands	grupo	alternativoj	prononco
level	ŝtormo	буря	a storm	grupo	alternativoj	prononco
level	elektra	електрически, електрически	electric, electrical	grupo	alternativoj	prononco
level	ducent	двеста	two hundreds	grupo	alternativoj	prononco
level	lageto	езерце	a pond	grupo	alternativoj	prononco
level	tridek	тридесет	thirty	grupo	alternativoj	prononco
level	kukurbo	тиква, кратуна	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	в хладка	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	деветнадесет	nineteen	grupo	alternativoj	prononco
level	eĥo	ехо	an echo	grupo	alternativoj	prononco
level	ekrano	екран	a screen	grupo	alternativoj	prononco
level	dek sep	седемнадесет	seventeen	grupo	alternativoj	prononco
level	malvarmeta	готино	cool	grupo	alternativoj	prononco
level	dek kvin	петнадесет	fifteen	grupo	alternativoj	prononco
level	oratoro	оратор, говорител, оратор	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	ръчна чанта (=мансакето)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	тринадесет	thirteen	grupo	alternativoj	prononco
level	kristalo	кристал	a crystal	grupo	alternativoj	prononco
level	cigaredo	цигара	a cigarette	grupo	alternativoj	prononco
level	pronomo	местоимение	a pronoun	grupo	alternativoj	prononco
level	frapeti	да почукате	to tap	grupo	alternativoj	prononco
level	nukso	ядка	a nut	grupo	alternativoj	prononco
level	dek unu	единадесет	eleven	grupo	alternativoj	prononco
level	mirinda	невероятно, прекрасно	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	портал, главна порта, порта	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	функция	a function	grupo	alternativoj	prononco
level	impliki	замесвам, заплитам, въвличам	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	задача, работа	a task, a job	grupo	alternativoj	prononco
level	tunelo	тунел, дупка	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	желание	willingness	grupo	alternativoj	prononco
level	intermanĝeto	обяд (среден, малък)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	интернет, интернет	internet, Internet	grupo	alternativoj	prononco
level	tikli	гъделичкам	to tickle	grupo	alternativoj	prononco
level	vigle	оживено, бодро	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	лента, лента, лента	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	глупав, глупав	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Здравейте	hello	grupo	alternativoj	prononco
level	himno	химн, химн	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	да бъде подходящ, да пасне	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	възрастен, пораснал	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	да прегледам, да напиша	to review, to write up	grupo	alternativoj	prononco
level	gratulo	поздравление	congratulation	grupo	alternativoj	prononco
level	flati	да лаская	to flatter	grupo	alternativoj	prononco
level	komitato	комисия	a committee	grupo	alternativoj	prononco
level	frataro	група досадници	a group of bothers	grupo	alternativoj	prononco
level	dorno	трън	a thorn	grupo	alternativoj	prononco
level	nebulo	мъгла, мъгла	fog, mist	grupo	alternativoj	prononco
