C.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	pilko	ลูกบอล	a ball	grupo	alternativoj	prononco
level	konscii	มีสติ, ตระหนักรู้	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	เกียรติยศเกียรติ	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	พิธีเปิด, พิธีเปิด	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	ทารก	a baby	grupo	alternativoj	prononco
level	rajti	ได้รับอนุญาตมีสิทธิที่จะ	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	ความอยากอาหาร	an appetite	grupo	alternativoj	prononco
level	klubo	สโมสร, สังคม	a club, a society	grupo	alternativoj	prononco
level	soifi	กระหายน้ำ	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	หนู	a mouse	grupo	alternativoj	prononco
level	nevo	หลานชาย	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	อาหารเย็น, มื้อเย็น, มื้อเย็น	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	ตอนเช้า	in the morning	grupo	alternativoj	prononco
level	trompi	ที่จะหลอกลวง, ที่จะโกง	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	ทำนา, เช่าฟาร์ม	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	หลัก, หลัก, รหัส, ตัวเลข	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	ซื่อสัตย์	honest	grupo	alternativoj	prononco
level	tagmezo	เที่ยง, เที่ยงวัน	noon, midday	grupo	alternativoj	prononco
level	romano	นวนิยาย	a novel	grupo	alternativoj	prononco
level	rato	หนู	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	ก่อนเที่ยง (ในตอนเช้า)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	ขุด ด้วง เสียม	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	หลุม, เสา	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	ในช่วงบ่าย	in the afternoon	grupo	alternativoj	prononco
level	fiera	ภูมิใจ	proud	grupo	alternativoj	prononco
level	bari	เพื่อขัดขวาง, เพื่อขัดขวาง	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	หาว	to yawn	grupo	alternativoj	prononco
level	poento	จุดหนึ่งวิ่ง	a point, a run	grupo	alternativoj	prononco
level	minaci	ข่มขู่, ข่มขู่, ข่มขู่	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	อาวุธ, คลังแสง	arms, armory	grupo	alternativoj	prononco
level	parenco	เครือญาติ, ญาติ, เครือญาติ	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	เก็บเกี่ยว, เก็บเกี่ยว, เก็บเกี่ยว	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	ฝักบัว, ฝักบัว	shower, a shower	grupo	alternativoj	prononco
level	mueli	ที่จะบด	to grind	grupo	alternativoj	prononco
level	fabelo	เทพนิยายนิทานก่อนนอน	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	สาธารณะ, เปิดให้สาธารณะ	public, open to public	grupo	alternativoj	prononco
level	baro	สิ่งกีดขวาง, สิ่งกีดขวาง	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	ข้อศอก	an elbow	grupo	alternativoj	prononco
level	flughaveno	สนามบิน	an airport	grupo	alternativoj	prononco
level	spico	เครื่องเทศ	a spice	grupo	alternativoj	prononco
level	kubo	ลูกบาศก์, ลูกเต๋า	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	ทางแยก, ทางแยก	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(ที่) เมื่อคืนนี้	(at) last night	grupo	alternativoj	prononco
level	pafi	ยิง, ยิง	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	เพื่ออนุมัติ	to approve	grupo	alternativoj	prononco
level	kutime	ปกติแล้วโดยปกติ	ordinarily, usually	grupo	alternativoj	prononco
level	reala	จริง	real	grupo	alternativoj	prononco
level	kolekti	เพื่อรวบรวม	to collect	grupo	alternativoj	prononco
level	okulvitroj	แว่นสายตา, แว่นสายตา, แว่นตา	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	บทบาท, บทบาท, ส่วนหนึ่ง	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	ที่จะปฏิเสธ	to refuse	grupo	alternativoj	prononco
level	riproĉi	ตำหนิ, ตำหนิ, ตำหนิ, ดุด่า	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	ใบแจ้งหนี้, ใบเรียกเก็บเงิน	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	ดอกทานตะวัน	a sun-flower	grupo	alternativoj	prononco
level	peli	ขับเคลื่อน, ขับ, ไล่, ผลักดัน	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	เสื้อเบลาส์	a blouse	grupo	alternativoj	prononco
level	ĉial	ด้วยเหตุผลทุกประการ	for every reason	grupo	alternativoj	prononco
level	pluvi	ฝนตก	to rain	grupo	alternativoj	prononco
level	deserto	ของหวานหรืออาฟเตอร์	a dessert, an afters	grupo	alternativoj	prononco
level	regno	อาณาจักรอาณาจักร	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	น่าเสียดาย, น่าเสียดาย	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	ไม่มีเหตุผล, ไม่มีเหตุผลใดๆ	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	ที่จะผ่อนปรน (ด้วย) ที่จะตามใจ	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	cicerone มัคคุเทศก์ มัคคุเทศก์	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	ก๊อก ก๊อก	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	เพื่อเป็นประธาน	to preside over	grupo	alternativoj	prononco
level	najbara	ใกล้เคียง	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	ทางแยก	a crossway	grupo	alternativoj	prononco
level	polvo	ฝุ่น, ฝุ่น	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	บทบท	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	โฆษณา	an advertisement	grupo	alternativoj	prononco
level	pia	เคร่งศาสนา	pious	grupo	alternativoj	prononco
level	lastjare	ปีที่แล้ว	last year	grupo	alternativoj	prononco
level	vojmontrilo	จุดสังเกต, ป้ายบอกทาง	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	ห้องใต้ดิน, ห้องใต้ดิน	a cellar, a basement	grupo	alternativoj	prononco
level	firma	มั่นคงมั่นคง	firm, stable	grupo	alternativoj	prononco
level	eks-	(prefix) อดีต- อดีต	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	กิโลกรัม	a kilogram	grupo	alternativoj	prononco
level	frago	สตรอเบอร์รี่	a strawberry	grupo	alternativoj	prononco
level	pato	กระทะ	a frying pan	grupo	alternativoj	prononco
level	delikata	ละเอียดอ่อนและละเอียดอ่อน	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	ไล่ตาม, ไล่ตาม, ล่า	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	พูดความจริง	to tell the truth	grupo	alternativoj	prononco
level	pra-	ความห่างไกลในกาลเวลา ยุคก่อนประวัติศาสตร์ เบื้องหน้า มหาราช	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	สุกงอม	mature, ripe	grupo	alternativoj	prononco
level	kulerego	ถังช้อนขนาดใหญ่	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	ประพฤติตนประพฤติตน	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	จริงๆ, อย่างแท้จริง, อย่างแท้จริง	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(prefix) ผิด	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	เงียบสงบ	quiet, calm	grupo	alternativoj	prononco
level	funkcii	ในการทำงาน, ดำเนินการ, ทำงาน	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	เหมาะสม, เหมาะสม	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	นักท่องเที่ยว	a tourist	grupo	alternativoj	prononco
level	honti	จะต้องละอายใจ	to be ashamed	grupo	alternativoj	prononco
level	averti	ตักเตือน, ตักเตือน	to warn, to caution	grupo	alternativoj	prononco
level	turismo	การท่องเที่ยว	tourism	grupo	alternativoj	prononco
level	stumpo	ตอ, ก้น (บุหรี่)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	ทิป (โบนัส) บำเหน็จ	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	อดทน	patient	grupo	alternativoj	prononco
level	mieno	การแสดงออกทางสีหน้า (ใบหน้า)	a (facial) expression	grupo	alternativoj	prononco
level	pensio	เงินบำนาญเงินรายปี	pension, annuity	grupo	alternativoj	prononco
level	princo	เจ้าชาย	a prince	grupo	alternativoj	prononco
level	sorto	โชคชะตา โชคชะตา โชคลาภ	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(suffix) ภาระผูกพัน	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	ถุงน่องยาว	long stockings	grupo	alternativoj	prononco
level	barbo	หนวดเครา	beard	grupo	alternativoj	prononco
level	-ing-	(suffix) ที่วางยาว, ปลั๊กไฟ	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	อร่อยมีรสชาติดี	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	ที่จะดูแล, เลี้ยงดู	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(suffix) ชื่อสัตว์เลี้ยงหญิง	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(suffix) ชื่อสัตว์เลี้ยงตัวผู้	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	ไถ, ไถ, ไถพรวน	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	จดหมายรัก	a loveletter	grupo	alternativoj	prononco
level	glaso da	แก้วหนึ่ง	a glass of	grupo	alternativoj	prononco
level	valo	หุบเขา	a valley	grupo	alternativoj	prononco
level	taso da	ถ้วย	a cup of	grupo	alternativoj	prononco
